date,time,reporter_role,assigned_department,urgency,incident_description
2025-01-17,07:20 AM,Matron (Surgical Complex),Quality Assurance department,High,Waste segregation non-compliance: infectious waste mixed in general bin; one uncovered sharps found. Recurrent issue despite training. Request QA enforcement and spot audits.
2025-01-17,07:40 AM,Labour Room Midwife,Transport,Critical,"Category 1 LSCS—move mother to OT immediately; need trolley, lift priority, and corridor clearance."
2025-01-17,08:00 AM,Call Operator,Reception,Medium,Overnight calls were misrouted because the ward names changed (Surgical-2 now Ward 6B) but the extension list wasn’t updated. Please refresh the directory and on-call roster at reception.
2025-01-17,08:12 AM,CSSD Supervisor,Biomedical Engineering,Critical,Autoclave chart recorder not tracing; verify temperature/pressure sensors and recorder before further cycles.
2025-01-17,09:55 AM,Psychiatry OPD Medical Officer,Security,High,Patient became verbally aggressive and threatened staff over token issue; require security presence to de-escalate.
2025-01-17,10:40 AM,Nursing Officer - NICU,Dietary and Food Services,High,Hot staff lunch packs were placed on the formula prep bench. Request immediate deep clean and reminder to keep NICU milk area food-free.
2025-01-17,10:50 AM,Stroke Nurse Coordinator,Quality Assurance department,High,CT head TAT for suspected stroke was 55 minutes (KPI ≤30). Delay attributed to porter unavailability and form re-entry. Needs QA process mapping and corrective action.
2025-01-17,12:20 PM,Anaesthetist - OT,Housekeeping Department,High,Povidone-iodine spilled along OT corridor; floor tacky and slippery—need thorough clean before next patient transfer.
2025-01-18,03:25 PM,Stores Supervisor - Dry Goods,Dietary and Food Services,Medium,"Tuna tins expiring next week found at back of shelf, not FIFO. Please adjust menu to rotate stock or arrange return before lapse."
2025-01-18,04:05 PM,Ambulance Driver,Facility Management,Medium,Loose roof tiles above ambulance bay walkway rattling; one tile shifted and may fall. Please secure before night.
2025-01-18,04:05 PM,Deputy Director (Admin),Human Resources,High,2025 performance appraisal forms for nursing cadre not circulated; timelines at risk. HR to issue forms and brief appraisers.
2025-01-19,01:50 PM,Security Control Room Operator,Facility Management,Medium,"Fire panel shows ground fault on Zone 7 (Records Store) after damp morning; buzzer silenced, fault persists. Inspect loop/wiring."
2025-01-19,02:31 PM,OPD Cashier,IT,High,"After the noon patch, HIS is issuing duplicate receipt numbers in OPD; finance tallies are off and need a hotfix."
2025-01-19,02:55 PM,Waste Management Officer,Housekeeping Department,Medium,OPD general waste trolley had two yellow clinical bags mixed in; please re-segregate and disinfect trolley handle surfaces.
2025-01-19,03:30 PM,Laundry Supervisor,Human Resources,High,Two attendants complain of verbal abuse by shift supervisor. Request HR inquiry and counseling intervention.
2025-01-19,06:10 PM,Blood Bank Technologist,Supply Department,Critical,Dry ice vendor missed evening drop; plasma transfer pending to Teaching Hospital. Need emergency supply via alternate vendor.
2025-01-19,06:20 AM,Cold Room Attendant,Dietary and Food Services,Critical,Walk-in chiller temp rose to 9°C due to frequent door openings; raw fish trays affected. Need discard decision and temp recovery plan.
2025-01-19,06:20 PM,Facilities Admin Officer,Housekeeping Department,Medium,Entry mats at ETU remain damp and smell after morning showers; request replacement with dry mats and floor disinfection.
2025-01-19,06:50 AM,Ambulance Dispatcher,Transport,Critical,Morning showers pooling at rear gate; ambulance 24 needs alternative exit and escort for STEMI pickup at Moratuwa clinic.
2025-01-19,07:00 AM,Staff Nurse - Stroke Unit,Dietary and Food Services,Critical,Low-salt breakfast arrived with regular parippu; two hypertensive patients flagged. Kindly recall the batch and send renal/low-sodium replacements.
2025-01-19,07:25 PM,Surgical Ward Sister,Transport,High,Post-appendectomy patient deteriorating; urgent transfer to radiology for ultrasound—porter team delayed 30 minutes.
2025-01-19,08:10 AM,Radiology Receptionist,Housekeeping Department,High,Drizzle from umbrellas left wet patch at CT entrance; request immediate mopping and placement of caution signage.
2025-01-19,08:10 AM,Transport Coordinator,Human Resources,Medium,Morning drizzle delayed staff buses; 11 OPD staff marked late/absent. Please apply grace as per policy and amend times.
2025-01-19,08:17 AM,ETU Medical Officer,IT,Critical,Bedside monitors lost network to central station twice during the morning rain; PoE switch shows power issues.
2025-01-19,08:20 AM,CSSD Technician,Supply Department,High,Self-seal autoclave pouches not adhering reliably after morning humidity/rain. Request alternate brand stock and immediate issue.
2025-01-19,08:25 AM,Security Officer,Reception,Low,Light rain crowded the entrance canopy and a vendor set up an umbrella stall inside the foyer. Reception needs to check vendor permission and relocate them outside the patient flow.
2025-01-19,08:40 AM,Safety Officer,Quality Assurance department,Critical,Fire exit by ICU blocked with oxygen cylinder trolleys moved indoors due to rain. Immediate life-safety violation. Request QA escalation and disciplinary action per policy.
2025-01-19,09:00 AM,OPD Manager,Quality Assurance department,High,"Morning light rain caused damp OPD triage corridor; multiple near-slips reported, signage late. Request QA-led environmental safety risk assessment and wet weather protocol."
2025-01-19,09:10 AM,Front Lobby Receptionist,Security,Medium,"Light rain tracked into lobby making floor slick; need security to place cones, manage entry flow, and prevent falls."
2025-01-19,09:20 AM,Accounts Assistant,Finance and Account,High,Morning rain delayed cheque courier; risk of missing bank 3 PM cut-off for salary funding. Request approval to use online transfer as backup.
2025-01-19,09:28 AM,Neuro ICU Nurse,Biomedical Engineering,High,Bedside monitor SpO2 channel flatlines intermittently since morning drizzle; probable moisture in extension cable. Request replacement/check.
2025-01-19,09:40 AM,Supply Assistant (Basement),Facility Management,High,Light rain this morning; water seeping along basement corridor to CSSD. Pump alarm lit and floor wet—request immediate action.
2025-01-19,09:42 AM,ETU Nurse,Reception,High,Caller reported an RTA inbound but was kept on hold during line transfer; ETU received the alert three minutes late. Please prioritise emergency lines at switchboard.
2025-01-19,10:05 AM,Ambulance Coordinator,Security,High,Three-wheelers (tuk-tuks) parked under canopy to avoid rain are blocking emergency ingress; immediate security clearance required.
2025-01-19,10:25 AM,Public Health Nursing Sister (Immunization Clinic),Quality Assurance department,Critical,Vaccine fridge excursion to 11.2°C for ~50 minutes during rush; door repeatedly opened. Cold chain breach suspected. QA required for excursion handling and potential wastage assessment.
2025-01-19,11:02 AM,Theatre Supervisor,Biomedical Engineering,Critical,Main theatre isolation transformer alarm for high leakage current after damp morning; urgent insulation and earth continuity testing needed.
2025-01-19,12:10 PM,Housekeeping Supervisor,Finance and Account,High,Chemmaster hasn’t been paid since Nov; they are holding disinfectant delivery. AP to clear pending GRN invoices urgently to avoid stockout.
2025-01-19,12:15 PM,Cafeteria Duty Supervisor,Dietary and Food Services,Medium,High clinic crowd; vegetarian counter sold out by 12:05 PM. Request rapid batch of red rice + pumpkin curry and adjust forecast for Tuesdays.
2025-01-19,12:35 PM,Microbiology Registrar,Transport,High,TB PCR specimens must reach reference lab within 60 minutes; assign dedicated driver and Category B biohazard cooler.
2025-01-20,02:05 PM,Hospital Administrator (Supplies),Biomedical Engineering,Medium,New patient monitors from MSD lack EtCO2 as per spec; request Biomed evaluation and advice on acceptance or return.
2025-01-20,03:30 PM,Surgical Ward Nurse,Reception,Medium,Relative wandered over an hour searching for Ward 4 due to faded signage; the map handed out at reception was outdated. Request updated printouts and an escort system for first-time visitors.
2025-01-20,06:22 PM,SCBU Consultant Paediatrician,Security,Critical,Infant tag alarm triggered (Code Pink) at SCBU entry; require full security response to lock exits and verify all bracelets; likely strap dislodgement.
2025-01-20,08:40 AM,Pharmacy Manager,Security,High,"Audit shows missing tramadol vials from controlled cupboard; please seal area, check access logbook, and review CCTV."
2025-01-20,09:40 AM,"Medical Officer, Paediatrics",Human Resources,High,Agency nurse contracts end this week; renewal letters pending. Risk of weekend gaps—please extend or arrange locums.
2025-01-20,10:40 AM,Ward Matron - Paediatrics,Finance and Account,Medium,Cash receipt for discharge bill printed with wrong guardian name. Please cancel and reissue correct invoice to close the file today.
2025-01-20,12:30 PM,Paediatric MO (On Duty),Facility Management,High,Ward 5 AHU tripped twice around noon; ward became very warm. Check condenser coil and filters ASAP.
2025-01-21,03:40 PM,"Head, Physiotherapy",Biomedical Engineering,Low,TENS units due for annual calibration and safety testing; please schedule preventive maintenance.
2025-01-21,06:55 AM,Ward Sister - Paediatrics,Dietary and Food Services,High,Child on vegetarian diet was served egg curry. Please correct diet card coding and send veg protein alternative (soya or dhal).
2025-01-21,07:25 AM,Sister - Male Medical Ward,Supply Department,High,Three 1L saline bags cracked—likely from a broken pallet. Please inspect full lot and replace; ward on last carton.
2025-01-21,09:00 AM,Physiotherapy Unit In-Charge,Housekeeping Department,Medium,"Pigeon droppings on ramp rail and wheelchair bay; kindly clean and disinfect, and liaise with pest control through your team."
2025-01-21,09:45 PM,Intern Medical Officer (Ward 8),Quality Assurance department,High,Heparin infusion documented on nursing chart without a signed MO order in BHT; verbal order confusion noted. Needs QA review of medication authorization and documentation standards.
2025-01-21,10:55 AM,Hospital Administrator,Transport,Medium,"Audit found expired AED pads and missing suction tubing in ambulance A03; pull from roster and restock, then document readiness."
2025-01-21,11:03 AM,Consultant Radiologist,IT,Medium,PACS viewer lags 20–30 seconds when scrolling MR series; local cache bypassed and Radiology VLAN QoS seems low.
2025-01-22,02:00 PM,HR Manager,Finance and Account,High,EPF/ETF bank e-submission file rejected due to new format. Need Payroll to regenerate and submit before statutory deadline.
2025-01-22,04:15 AM,Nursing Officer - SCBU,Housekeeping Department,High,Nappy and clinical bins not cleared at 02:00 as per schedule; odour building in SCBU—please collect with double-bagging.
